ID_Transacao,ID_Pedido,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Localidade_Venda,Metodo_Pagamento,Status_Pedido
TRX0003811,PED002026,2025-07-05,CLI00027,Notebook Gamer,Eletronicos,"R$ 4.683,19",3,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0003812,PED002027,,CLI00652,Jogo de Panelas,Casa,387.72,1,Fortaleza/CE/Brasil,Cartao de Credito,Entregue
TRX0003813,PED002028,06-07-2025,CLI00408,Garrafa Termica,Esporte,122.00,3,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0003814,PED002029,2025-07-01,CLI00050,Capa para Smartphone,Acessorios,"51,16",1,Curitiba/PR/Brasil,Cartao de Credito,Enviado
TRX0003815,PED002030,02-07-2025,CLI00432,Camisa Social Slim,Moda,157.55,1,Campinas/SP/Brasil,Cartao de Credito,Entregue
TRX0003816,PED002030,02-07-2025,CLI00432,Liquidificador Potente,Casa,221.26,1,Campinas/SP/Brasil,Cartao de Credito,Entregue
TRX0003817,PED002031,10/07/2025,CLI00547,Tapete de Yoga,Esporte,148.68,2,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0003818,PED002032,00/00/0000,CLI00460,Headset Gamer,Acessorios,"R$ 267,59",1,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0003819,PED002032,12-07-2025,CLI00460,Carregador Turbo,Acessorios,"R$ 106,49",1,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0003820,PED002032,2025-07-12,CLI00460,Mouse Sem Fio,Acessorios,"R$ 92,90",2,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0003821,PED002033,2025-07-28,CLI00547,Tenis Corrida Leve,esporte,"324,25",1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0003822,PED002034,12/07/2025,CLI00676,Camisa Social Slim,Moda,163.30,3,Belo Horizonte/MG/Brasil,Pix,Entregue
TRX0003823,PED002034,2025-07-12,CLI00676,Mochila para Notebook,Acessorios,"R$ 183,25",1,Belo Horizonte/MG/Brasil,Pix,Entregue
TRX0003824,PED002034,2025-07-12,CLI00676,Teclado Mecanico,Acessorios,359.47,1,Belo Horizonte/MG/Brasil,Pix,Entregue
TRX0003825,PED002034,12/07/2025,CLI00676,Livro SQL Essencial,Livros,"R$ 75,15",1,Belo Horizonte/MG/Brasil,Pix,Entregue
,PED002035,18-07-2025,CLI00482,Livro SQL Essencial,Livros,"R$ 79,33",3,Fortaleza/CE/Brasil,Cartao de Credito,Entregue
TRX0003827,PED002035,18/07/2025,CLI00482,Mouse Sem Fio,Acessorios,"R$ 96,60",1,Fortaleza/CE/Brasil,Cartao de Credito,Entregue
TRX0003828,PED002036,31-07-2025,CLI00633,Livro Historia do Brasil,Livros,"R$ 68,73",1,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0003829,PED002037,07/07/2025,CLI00062,Tenis Corrida Leve,Esporte,"R$ 347,93",1,Curitiba/PR/Brasil,Boleto,Cancelado
TRX0003830,PED002038,2025-07-10,CLI00512,Teclado Mecanico,Acessorios,"R$ 373,35",1,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0003831,PED002039,2025-07-09,CLI00541,Carregador Turbo,Acessorios,94.26,1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0003832,PED002040,18-07-2025,CLI00425,Halteres 10kg,Esporte,201.15,3,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0003833,PED002041,2025-07-05,CLI00283,Halteres 10kg,Esporte,"R$ 185,12",1,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0003834,PED002041,05-07-2025,CLI00283,Smartphone X200,eletronicos,"2.157,69",1,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0003835,PED002041,2025-07-05,CLI00283,Mochila para Notebook,Acessorios,"R$ 171,58",1,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0003836,PED002041,05/07/2025,CLI00283,Notebook Ultrafino,Eletronicos,3441.84,2,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0003837,PED002042,22/07/2025,CLI00065,Headset Gamer,Acessorios,246.06,1,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0003838,PED002043,02-07-2025,CLI00642,Halteres 10kg,Esporte,"R$ 196,02",2,Curitiba/PR/Brasil,Pix,Entregue
TRX0003839,PED002043,02-07-2025,CLI00642,Tablet 10,Eletronicos,"R$ 1.240,29",3,Curitiba/PR/Brasil,Pix,Entregue
TRX0003840,PED002043,2025-07-02,CLI00642,Garrafa Termica,esporte,118.85,1,Curitiba/PR/Brasil,Pix,Entregue
TRX0003841,PED002044,2025-07-16,CLI00537,Vestido Midi,Moda,"R$ 231,83",1,Uberlandia/MG/Brasil,Cartao de Credito,Entregue
TRX0003842,PED002045,15/07/2025,CLI00577,Calca Jeans Reta,Moda,194.41,2,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0003843,PED002046,2025-07-02,CLI00277,Jaqueta Corta Vento,MODA,283.68,1,Brasilia/DF/Brasil,Cartao de Credito,Entregue
TRX0003844,PED002047,23/07/2025,CLI00455,Headset Gamer,Acessorios,253.75,1,Fortaleza/CE/Brasil,Cartao de Debito,Cancelado
TRX0003845,PED002048,05/07/2025,CLI00515,Monitor 27,Eletronicos,"R$ 1.228,42",1,Campinas/SP/Brasil,Cartao de Credito,Devolvido
TRX0003846,PED002049,2025-07-21,CLI00029,Notebook Gamer,Eletronicos,"R$ 4.945,29",1,Campinas/SP/Brasil,Pix,Entregue
TRX0003847,PED002050,2025-07-21,CLI00202,Tablet 10,Eletrônicos,"R$ 1.299,88",3,Recife/PE/Brasil,Cartao de Debito,Entregue
TRX0003848,PED002051,2025-07-14,CLI00319,Calca Jeans Reta,Moda,"202,72",1,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0003849,PED002052,10/07/2025,CLI00675,Teclado Mecanico,Acessorios,341.26,2,Santos/SP/Brasil,Pix,entregue
TRX0003850,PED002053,2025-07-29,CLI00461,Mochila para Notebook,Acessorios,"R$ 181,52",1,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0003851,PED002053,2025-07-29,CLI00461,Camisa Social Slim,Moda,162.61,1,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0003852,PED002053,2025-07-29,CLI00461,Livro SQL Essencial,Livros,"80,49",1,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0003853,PED002053,2025-07-29,CLI00461,Carregador Turbo,Acessorios,103.69,4,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0003854,PED002054,2025-07-09,CLI00369,Liquidificador Potente,Casa,"R$ 225,28",1,Uberlandia/MG/Brasil,Cartao de Credito,Devolvido
TRX0003855,PED002054,2025-07-09,CLI00369,Luminaria de Mesa,Casa,"R$ 137,89",1,Uberlandia/MG/Brasil,Cartao de Credito,Devolvido
TRX0003856,PED002055,2025-07-18,CLI00633,Aspirador Robo,Casa,"R$ 1.645,91",1,Curitiba/PR/Brasil,Cartao de Credito,Cancelado
TRX0003857,PED002055,2025-07-18,CLI00633,Vestido Midi,Moda,"215,02",1,Curitiba/PR/Brasil,Cartao de Credito,Cancelado
TRX0003858,PED002056,05-07-2025,CLI00638,Luminaria de Mesa,Casa,"133,70",1,Salvador/BA/Brasil,Pix,Devolvido
TRX0003859,PED002056,2025-07-05,,Livro SQL Essencial,LIVROS,"R$ 80,60",2,Salvador/BA/Brasil,Pix,Devolvido
TRX0003860,PED002056,2025-07-05,CLI00638,Teclado Mecanico,Acessorios,"R$ 367,78",2,Salvador/BA/Brasil,Pix,Devolvido
TRX0003861,PED002057,23-07-2025,CLI00208,Vestido Midi,Moda,"R$ 214,60",1,Salvador/BA/Brasil,Cartao de Credito,Cancelado
TRX0003862,PED002057,2025-07-23,CLI00208,Livro Dados em Acao,Livros,90.40,2,Salvador/BA/Brasil,Cartao de Credito,Cancelado
TRX0003863,PED002057,2025-07-23,CLI00208,Calca Jeans Reta,Moda,"R$ 195,87",1,Salvador/BA/Brasil,Cartao de Credito,Cancelado
TRX0003864,PED002058,17/07/2025,CLI00293,Tapete de Yoga,Esporte,160.22,1,Florianopolis/SC/Brasil,Cartao de Credito,Entregue
TRX0003865,PED002059,15-07-2025,CLI00461,Garrafa Termica,Esporte,"R$ 113,42",1,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0003866,PED002060,2025-07-17,CLI00370,Tapete de Yoga,ESPORTE,145.51,1,Uberlandia/MG/Brasil,Cartao de Credito,Entregue
TRX0003867,PED002061,04/07/2025,CLI00464,Livro Historia do Brasil,Livros,70.87,2,Porto Alegre/RS/Brasil,Cartao de Debito,Entregue
TRX0003868,PED002061,04/07/2025,CLI00464,Tenis Corrida Leve,Esporte,337.78,1,Porto Alegre/RS/Brasil,Cartao de Debito,Entregue
TRX0003869,PED002061,04/07/2025,CLI00464,Camiseta Dry Fit,Esporte,80.09,1,Porto Alegre/RS/Brasil,Cartao de Debito,Entregue
TRX0003870,PED002062,2025-07-01,CLI00577,Mochila para Notebook,Acessorios,"173,78",1,Rio de Janeiro/RJ/Brasil,Boleto,Entregue
TRX0003871,PED002063,2025-07-17,CLI00496,Smartphone X200,Eletronicos,"R$ 2.243,90",1,Santos/SP/Brasil,Cartao de Credito,Entregue
TRX0000954,PED000513,08-10-2024,CLI00200,Notebook Gamer,Eletronicos,"R$ 5.182,75",1,Sao Paulo/SP/Brasil,Cartao de Credito,Processando
TRX0003872,PED002063,2025-07-17,CLI00496,Capa para Smartphone,Acessorios,"R$ 50,88",1,Santos/SP/Brasil,Cartao de Credito,entregue
TRX0003873,PED002064,09/07/2025,CLI00652,Livro SQL Essencial,Livros,"R$ 82,35",1,Fortaleza/CE/Brasil,Pix,Cancelado
TRX0003874,PED002065,06/07/2025,CLI00013,Luminaria de Mesa,Casa,141.73,1,Fortaleza/CE/Brasil,Pix,Entregue
TRX0003875,PED002066,2025-07-31,CLI00270,Camiseta Dry Fit,Esporte,84.39,1,Fortaleza/CE/Brasil,Pix,Entregue
TRX0003876,PED002066,2025-07-31,CLI00270,Smartphone X200,Eletronicos,"2.144,80",2,Fortaleza/CE/Brasil,Pix,Entregue
TRX0006898,PED003642,16/03/2026,CLI00137,Teclado Mecanico,Acessorios,341.95,1,Brasilia/DF/Brasil,Cartao de Debito,Entregue
TRX0003877,PED002067,27/07/2025,CLI00359,Mouse Sem Fio,Acessorios,87.03,3,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0003878,PED002067,27/07/2025,CLI00359,Tenis Corrida Leve,Esporte,"R$ 331,33",2,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0003879,PED002067,27-07-2025,CLI00359,Camiseta Dry Fit,Esporte,"86,11",2,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0003880,PED002068,2025-07-18,CLI00065,Vestido Midi,Moda,227.58,1,Rio de Janeiro/RJ/Brasil,Pix,Processando
TRX0003881,PED002069,12/07/2025,CLI00610,Luminaria de Mesa,Casa,"R$ 139,18",1,Campinas/SP/Brasil,Cartao de Credito,Entregue
TRX0003882,PED002069,2025-07-12,CLI00610,Tapete de Yoga,ESPORTE,"154,73",2,Campinas/SP/Brasil,Cartao de Credito,Entregue
TRX0003883,PED002070,,CLI00551,Monitor 27,Eletronicos,1237.32,1,Belo Horizonte/MG/Brasil,Cartao de Credito,processando
TRX0003884,PED002070,2025-07-08,CLI00551,Aspirador Robo,Casa,"R$ 1.689,37",2,Belo Horizonte/MG/Brasil,Cartao de Credito,Processando
TRX0003885,PED002071,2025-07-21,CLI00421,Liquidificador Potente,CASA,"R$ 234,55",1,Porto Alegre/RS/Brasil,Pix,Cancelado
TRX0003886,PED002072,26-07-2025,CLI00406,Smartphone X200,Eletronicos,2283.48,3,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0003887,PED002072,2025-07-26,CLI00406,Capa para Smartphone,ACESSORIOS,"49,86",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0003888,PED002073,2025-07-16,CLI00554,Jaqueta Corta Vento,Moda,"R$ 282,63",2,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0003889,PED002074,2025-07-01,CLI00469,Headset Gamer,Acessorios,"268,82",1,Florianopolis/SC/Brasil,Cartao de Debito,Processando
TRX0003890,PED002075,2025-07-12,CLI00222,Livro Dados em Acao,Livros,94.54,2,Belo Horizonte/MG/Brasil,Pix,Enviado
TRX0003891,PED002075,12-07-2025,CLI00222,Headset Gamer,Acessorios,251.85,1,Belo Horizonte/MG/Brasil,Pix,Enviado
TRX0003892,PED002075,2025-07-12,CLI00222,Garrafa Termica,Esporte,,1,Belo Horizonte/MG/Brasil,Pix,Enviado
TRX0003893,PED002076,31/07/2025,CLI00413,Aspirador Robo,Casa,"R$ 1.702,79",1,Rio de Janeiro/RJ/Brasil,Boleto,Entregue
TRX0003894,PED002077,31/07/2025,CLI00531,Cafeteira Eletrica,Casa,"R$ 282,19",2,Salvador/BA/Brasil,Cartao de Credito,ENTREGUE
TRX0003895,PED002077,2025-07-31,CLI00531,Tablet 10,Eletronicos,1374.52,1,Salvador/BA/Brasil,Cartao de Credito,Entregue
TRX0003896,PED002077,31/07/2025,CLI00531,Notebook Gamer,Eletronicos,"5.039,48",1,Salvador/BA/Brasil,Cartao de Credito,Entregue
TRX0003897,PED002077,2025-07-31,CLI00531,Liquidificador Potente,CASA,"R$ 223,47",1,Salvador/BA/Brasil,Cartao de Credito,entregue
TRX0000336,PED000186,26-08-2024,CLI00502,Liquidificador Potente,Casa,"213,60",1,Belo Horizonte/MG/Brasil,Cartao de Debito,Entregue
TRX0003898,PED002078,2025-07-20,CLI00365,Mouse Sem Fio,Acessorios,"R$ 96,14",1,Uberlandia/MG/Brasil,Cartao de Debito,cancelado
TRX0003899,PED002079,27-07-2025,CLI00237,Hub USB-C,Acessorios,"R$ 130,87",1,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0003900,PED002079,27-07-2025,CLI00237,Mochila para Notebook,Acessorios,"R$ 1.574,34",1,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0003901,PED002080,2025-07-29,CLI00228,Luminaria de Mesa,Casa,"R$ 135,61",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0003902,PED002081,2025-07-28,CLI00305,Liquidificador Potente,Casa,229.00,1,Campinas/SP/Brasil,Cartao de Credito,Entregue
TRX0003903,PED002082,18/07/2025,CLI00375,Tapete de Yoga,Esporte,149.76,1,Belo Horizonte/MG/Brasil,Cartao de Credito,Entregue
TRX0003904,PED002083,2025-07-01,CLI00566,Notebook Ultrafino,Eletronicos,"R$ 3.371,95",4,Florianopolis/SC/Brasil,Pix,ENTREGUE
TRX0003905,PED002084,2025-07-12,CLI00228,Mouse Sem Fio,Acessorios,"85,60",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Enviado
TRX0003906,PED002084,2025-07-12,CLI00228,Camisa Social Slim,Moda,"152,28",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Enviado
TRX0003907,PED002085,2025-07-29,CLI00062,Capa para Smartphone,Acessorios,"R$ 48,43",1,Curitiba/PR/Brasil,Pix,Entregue
TRX0003908,PED002085,29/07/2025,CLI00062,Notebook Gamer,Eletronicos,"R$ 5.267,63",2,Curitiba/PR/Brasil,Pix,Entregue
TRX0003909,PED002085,29-07-2025,CLI00062,Carregador Turbo,Acessórios,"98,60",1,Curitiba/PR/Brasil,Pix,Entregue
TRX0003910,PED002086,2025-07-28,CLI00393,Notebook Ultrafino,Eletronicos,"R$ 3.402,51",2,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0003911,PED002087,2025-07-07,CLI00633,Camiseta Dry Fit,Esporte,85.77,1,Curitiba/PR/Brasil,Pix,Entregue
TRX0003912,PED002087,07-07-2025,CLI00633,Monitor 27,Eletronicos,1193.66,3,Curitiba/PR/Brasil,Pix,Entregue
TRX0003913,PED002087,2025-07-07,CLI00633,Carregador Turbo,Acessorios,"R$ 99,10",4,Curitiba/PR/Brasil,Pix,Entregue
TRX0003914,PED002088,2025-07-13,CLI00167,Livro SQL Essencial,Livros,"R$ 84,97",2,Salvador/BA/Brasil,Pix,Entregue
TRX0003915,PED002089,15-07-2025,CLI00547,Calca Jeans Reta,Moda,"190,65",1,Sao Paulo/SP/Brasil,Cartao de Debito,ENTREGUE
TRX0003916,PED002089,2025-07-15,CLI00547,Livro SQL Essencial,Livros,"85,12",1,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0003917,PED002090,2025-07-24,CLI00516,Headset Gamer,Acessórios,2868.56,1,Belo Horizonte/MG/Brasil,Cartao de Credito,Entregue
TRX0003918,PED002091,2025-07-24,CLI00385,Headset Gamer,Acessorios,"272,69",1,Belo Horizonte/MG/Brasil,Cartao de Credito,Entregue
TRX0003919,PED002091,24/07/2025,CLI00385,Carregador Turbo,Acessorios,"95,88",1,Belo Horizonte/MG/Brasil,Cartao de Credito,Entregue
TRX0003920,PED002092,20-08-2025,CLI00634,Camiseta Dry Fit,esporte,"R$ 77,49",1,Brasilia/DF/Brasil,Cartao de Credito,Entregue
TRX0003921,PED002092,20-08-2025,CLI00634,Headset Gamer,Acessorios,"R$ 271,19",2,Brasilia/DF/Brasil,Cartao de Credito,Entregue
TRX0003922,PED002093,2025-08-28,CLI00512,Luminaria de Mesa,CASA,"R$ 137,38",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0001205,PED000643,2024-11-04,CLI00412,Jaqueta Corta Vento,Moda,"R$ 273,47",1,Sao Paulo/SP/Brasil,Cartao de Credito,Processando
TRX0003923,PED002094,2025-08-03,CLI00073,Notebook Gamer,ELETRONICOS,"R$ 5.164,04",1,Recife/PE/Brasil,Cartao de Credito,Enviado
TRX0003924,PED002095,2025-08-07,CLI00637,Aspirador Robo,Casa,"1.673,42",1,Porto Alegre/RS/Brasil,Cartao de Credito,Entregue
TRX0003925,PED002096,03/08/2025,CLI00313,Smart TV 50,Eletronicos,"2.507,16",3,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0003926,PED002096,2025-08-03,CLI00313,Teclado Mecanico,Acessorios,"R$ 347,65",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0003927,PED002097,2025-08-06,CLI00630,Liquidificador Potente,Casa,216.59,2,Salvador/BA/Brasil,Cartao de Credito,Entregue
TRX0003928,PED002097,2025-08-06,CLI00630,Livro Historia do Brasil,Livros,68.67,1,Salvador/BA/Brasil,Cartao de Credito,Entregue
TRX0003929,PED002097,06/08/2025,CLI00630,Capa para Smartphone,Acessorios,48.19,2,Salvador/BA/Brasil,Cartao de Credito,entregue
TRX0003930,PED002098,2025-08-12,CLI00577,Calca Jeans Reta,MODA,"R$ 183,40",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0003931,PED002099,2025-08-10,CLI00062,Liquidificador Potente,Casa,"R$ 222,33",2,Curitiba/PR/Brasil,Pix,Entregue
TRX0003932,PED002099,,CLI00062,Vestido Midi,Moda,"R$ 230,01",1,Curitiba/PR/Brasil,Pix,Entregue
TRX0003933,PED002100,25/08/2025,CLI00062,Camiseta Dry Fit,Esporte,"R$ 80,54",1,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0003934,PED002100,2025-08-25,CLI00062,Camisa Social Slim,Moda,"R$ 163,32",3,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0003935,PED002101,11/08/2025,CLI00519,Halteres 10kg,Esporte,"202,48",2,Brasilia/DF/Brasil,Pix,Enviado
TRX0003936,PED002102,24/08/2025,CLI00035,Tapete de Yoga,Esporte,"160,32",1,Florianopolis/SC/Brasil,Cartao de Debito,Entregue
TRX0003937,PED002103,27/08/2025,CLI00652,Headset Gamer,Acessorios,"R$ 265,57",1,Fortaleza/CE/Brasil,Pix,Entregue
TRX0003938,PED002103,2025-08-27,CLI00652,Livro Historia do Brasil,Livros,74.45,1,Fortaleza/CE/Brasil,Pix,Entregue
TRX0003939,PED002104,2025-08-04,CLI00358,Aspirador Robo,Casa,1518.32,1,Rio de Janeiro/RJ/Brasil,Boleto,Entregue
TRX0003940,PED002104,2025-08-04,CLI00358,Camiseta Dry Fit,Esporte,"R$ 77,72",1,Rio de Janeiro/RJ/Brasil,Boleto,Entregue
TRX0003941,PED002104,2025-08-04,CLI00358,Tenis Corrida Leve,Esporte,340.35,1,Rio de Janeiro/RJ/Brasil,Boleto,Entregue
TRX0003942,PED002104,2025-08-04,CLI00358,Halteres 10kg,Esporte,"R$ 202,22",1,Rio de Janeiro/RJ/Brasil,Boleto,Entregue
TRX0003943,PED002105,2025-08-25,CLI00299,Camiseta Dry Fit,Esporte,"80,42",3,Curitiba/PR/Brasil,Cartao de Credito,Cancelado
TRX0003944,PED002105,2025-08-25,CLI00299,Tablet 10,Eletronicos,"R$ 1.350,91",1,Curitiba/PR/Brasil,Cartao de Credito,Cancelado
TRX0007855,PED004152,2026-06-19,CLI00191,Luminaria de Mesa,Casa,"R$ 143,89",1,Sao Paulo/SP/Brasil,Cartao de Credito,ENTREGUE
TRX0003945,PED002106,2025-08-07,CLI00597,Notebook Gamer,Eletronicos,"R$ 4.741,60",2,Niteroi/RJ/Brasil,Cartao de Credito,Entregue
TRX0003946,PED002106,07/08/2025,CLI00597,Livro Dados em Acao,Livros,"95,51",1,Niteroi/RJ/Brasil,Cartao de Credito,Entregue
TRX0003947,PED002106,07/08/2025,CLI00597,Liquidificador Potente,Casa,"R$ 222,27",1,Niteroi/RJ/Brasil,Cartao de Credito,ENTREGUE
TRX0003948,PED002107,2025-08-04,CLI00339,Livro Historia do Brasil,Livros,68.48,1,Rio de Janeiro/RJ/Brasil,Pix,ENTREGUE
TRX0003949,PED002108,26-08-2025,CLI00462,Carregador Turbo,Acessorios,"R$ 105,91",1,Goiania/GO/Brasil,Cartao de Credito,Devolvido
TRX0003950,PED002109,2025-08-23,CLI00005,Tablet 10,Eletronicos,1231.04,1,Curitiba/PR/Brasil,Cartao de Debito,Entregue
TRX0003951,PED002110,2025-08-12,CLI00007,Luminaria de Mesa,Casa,"133,74",1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0003952,PED002110,2025-08-12,CLI00007,Halteres 10kg,ESPORTE,200.49,1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0003953,PED002111,08/08/2025,CLI00460,Tablet 10,Eletrônicos,"1.331,25",1,Sao Paulo/SP/Brasil,Cartao de Credito,Enviado
TRX0003954,PED002112,2025-08-06,CLI00398,Hub USB-C,Acessorios,"135,54",1,Uberlandia/MG/Brasil,Pix,Entregue
TRX0003955,PED002112,2025-08-06,CLI00398,Capa para Smartphone,Acessorios,"R$ 51,52",1,Uberlandia/MG/Brasil,Pix,Entregue
TRX0003956,PED002113,2025-08-17,CLI00547,Mochila para Notebook,Acessorios,182.43,1,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0003957,PED002113,2025-08-17,CLI00547,Cafeteira Eletrica,Casa,"293,88",1,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0003958,PED002113,2025-08-17,CLI00547,Monitor 27,Eletronicos,"R$ 1.165,29",1,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0003959,PED002114,2025-08-22,CLI00512,Hub USB-C,Acessorios,"R$ 130,05",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0003960,PED002115,2025-08-27,CLI00480,Aspirador Robo,Casa,"R$ 1.596,00",2,Porto Alegre/RS/Brasil,Cartao de Credito,Entregue
TRX0003961,PED002115,2025-08-27,CLI00480,Headset Gamer,Acessorios,275.95,1,Porto Alegre/RS/Brasil,Cartao de Credito,Entregue
TRX0003962,PED002115,2025-08-27,CLI00480,Vestido Midi,Moda,"R$ 225,06",1,Porto Alegre/RS/Brasil,Cartao de Credito,Entregue
TRX0003963,PED002116,26-08-2025,CLI00541,Notebook Gamer,Eletronicos,4795.15,1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0003964,PED002116,26-08-2025,CLI00541,Camisa Social Slim,Moda,159.39,1,Sao Paulo/SP/Brasil,Cartao de Credito,entregue
TRX0003965,PED002117,2025-08-08,CLI00222,Mochila para Notebook,Acessorios,"R$ 185,24",3,Belo Horizonte/MG/Brasil,Cartao de Debito,CANCELADO
TRX0003966,PED002118,06/08/2025,CLI00449,Smart TV 50,Eletrônicos,"2.728,69",1,Rio de Janeiro/RJ/Brasil,Pix,Cancelado
TRX0003967,PED002119,2025-08-16,CLI00421,Headset Gamer,Acessorios,"249,77",1,Porto Alegre/RS/Brasil,Cartao de Credito,Entregue
TRX0003968,PED002119,2025-08-16,CLI00421,Jaqueta Corta Vento,Moda,"R$ 286,05",1,Porto Alegre/RS/Brasil,Cartao de Credito,ENTREGUE
TRX0003969,PED002120,07/08/2025,CLI00216,Cafeteira Eletrica,Casa,304.59,2,Santos/SP/Brasil,Pix,Entregue
TRX0003970,PED002120,2025-08-07,CLI00216,Liquidificador Potente,Casa,"220,17",1,Santos/SP/Brasil,Pix,Entregue
TRX0003971,PED002121,18-08-2025,CLI00182,Notebook Ultrafino,Eletronicos,3531.51,1,Rio de Janeiro/RJ/Brasil,Boleto,Entregue
TRX0003972,PED002122,2025-08-01,CLI00213,Liquidificador Potente,Casa,235.89,1,Recife/PE/Brasil,Cartao de Credito,Entregue
TRX0003973,PED002123,2025-08-15,CLI00594,Monitor 27,Eletronicos,"1.230,80",1,Niteroi/RJ/Brasil,Pix,Entregue
TRX0003974,PED002124,2025-08-10,CLI00462,Teclado Mecanico,Acessorios,"R$ 333,63",4,Goiania/GO/Brasil,Pix,Entregue
TRX0003975,PED002124,2025-08-10,CLI00462,Tapete de Yoga,Esporte,"144,20",1,Goiania/GO/Brasil,Pix,Entregue
TRX0003976,PED002125,2025-08-29,CLI00514,Mouse Sem Fio,Acessorios,92.97,1,Campinas/SP/Brasil,Pix,ENTREGUE
TRX0003977,PED002125,29/08/2025,CLI00514,Garrafa Termica,ESPORTE,"128,11",2,Campinas/SP/Brasil,Pix,Entregue
TRX0003978,PED002126,2025-08-13,CLI00425,Teclado Mecanico,Acessorios,"370,70",1,Sao Paulo/SP/Brasil,Boleto,Entregue
TRX0003979,PED002126,13-08-2025,CLI00425,Tapete de Yoga,Esporte,"R$ 147,57",2,Sao Paulo/SP/Brasil,Boleto,Entregue
TRX0003980,PED002126,2025-08-13,CLI00425,Hub USB-C,Acessorios,"128,15",2,Sao Paulo/SP/Brasil,Boleto,Entregue
TRX0003981,PED002127,09-08-2025,CLI00634,Tenis Corrida Leve,Esporte,339.81,1,Brasilia/DF/Brasil,Boleto,Entregue
TRX0003982,PED002128,2025-08-19,CLI00121,Tenis Corrida Leve,Esporte,317.49,1,Uberlandia/MG/Brasil,Pix,Entregue
TRX0003983,PED002129,08/08/2025,CLI00293,Luminaria de Mesa,Casa,"R$ 142,29",1,Florianopolis/SC/Brasil,Cartao de Debito,Entregue
,PED002129,2025-08-08,CLI00293,Jogo de Panelas,CASA,"R$ 389,54",2,Florianopolis/SC/Brasil,Cartao de Debito,Entregue
TRX0003985,PED002130,2025-08-28,CLI00194,Mochila para Notebook,Acessorios,"173,24",2,Fortaleza/CE/Brasil,Cartao de Credito,Entregue
TRX0003986,PED002131,2025-08-23,CLI00073,Halteres 10kg,Esporte,195.20,1,Recife/PE/Brasil,Cartao de Credito,Entregue
TRX0003987,PED002131,23/08/2025,CLI00073,Jaqueta Corta Vento,moda,"1.734,56",1,Recife/PE/Brasil,Cartao de Credito,Entregue
